,course_link,course_title,course_type,author,price,price_with_video,course_rating,course_rating_count,rubies,target_color,beginning,casual,intermediate,advanced,expert,language,instruction_word_count,free_video,trainable_variations,avg_line_depth,released_on,support_level,section
287,the-100-endgames-you-must-know-workbook-practical-endgames-exercises-for-every-chess-player/course/24420/,The 100 Endgames You Must Know Workbook: Practical Endgames Exercises for Every Chess Player,Endgame course,GM Jesús de la Villa & New in Chess,27.99,27.99,4,51,265,both pieces,0,1,1,1,1,English,"57,954",,0,6.59,"Jul 01, 2019",Community,Publisher
288,the-hyper-accelerated-dragon-a-full-repertoire-for-black/course/8300/,The Hyper Accelerated Dragon: A Full Repertoire for Black,Opening course,IM Raja Panjwani & Thinkers Publishing,26.95,26.95,4,81,115,black pieces,0,0,1,1,0,English,"74,375",,226,18.11,"Jan 17, 2018",Community,Publisher
289,chess-pattern-recognition-for-beginners/course/25906/,Chess Pattern Recognition for Beginners,Strategy/Tactics course,IM Arthur van de Oudeweetering & New in Chess,26.5,26.5,4,24,15,both pieces,1,1,1,0,0,English,"50,523",,161,28.2,"Aug 01, 2019",Community,Publisher
290,train-your-chess-pattern-recognition/course/35541/,Train Your Chess Pattern Recognition,Strategy/Tactics course,New in Chess,27.95,27.95,4,7,6,both pieces,0,0,1,1,1,English,"73,757",,259,20.7,"Mar 23, 2020",Unspecified,Publisher
291,french-defense-the-solid-rubinstein-variation/course/8636/,French Defense: The Solid Rubinstein Variation,Opening course,IM Hannes Langrock & Russell Enterprises,26.5,26.5,4,9,512,black pieces,0,0,1,1,0,English,"141,243",,633,15.43,"Oct 10, 2018",Community,Publisher
292,endgame-virtuoso-magnus-carlsen/course/25442/,Endgame Virtuoso Magnus Carlsen,Endgame course,IM Tibor Karolyi & New in Chess,26.5,26.5,4,12,35,both pieces,0,0,1,1,0,English,"93,748",,0,11.2,"Jul 29, 2019",Community,Publisher
293,recognizing-your-opponents-resources-developing-preventive-thinking/course/21206/,Recognizing Your Opponent's Resources: Developing Preventive Thinking,Tactics/Strategy course,IM Mark Dvoretsky & Russell Enterprises,26.5,26.5,4,19,690,both pieces,0,0,1,1,1,English,"157,912",,518,6.88,"Apr 08, 2019",Community,Publisher
294,strategic-chess-exercises/course/16565/,Strategic Chess Exercises,Tactics/Strategy course,GM Emmanuel Bricard & New in Chess,26.5,26.5,4,19,10,both pieces,0,1,1,1,0,English,"82,436",,88,21.24,"Feb 18, 2019",Community,Publisher
295,game-changer-alphazeros-groundbreaking-chess-strategies-and-the-promise-of-ai-/course/19061/,Game Changer: AlphaZero's Groundbreaking Chess Strategies and the Promise of AI,Strategy/Tactics course,"GM Matthew Sadler, WIM Natasha Regan & New in Chess",26.5,26.5,4,36,178,both pieces,0,0,1,1,1,English,"110,889",,148,17.94,"Feb 01, 2019",Community,Publisher
296,chesscafe-puzzle-book-1-test-and-improve-your-tactical-vision/course/22611/,ChessCafe Puzzle Book 1: Test and Improve Your Tactical Vision,Tactics course,GM Karsten Müller & Russell Enterprises,26.5,26.5,4,5,0,both pieces,0,1,1,1,0,English,"37,025",,598,6.45,"Apr 24, 2019",Community,Publisher
297,chesscafe-puzzle-book-3-test-and-improve-your-defensive-skill/course/19799/,ChessCafe Puzzle Book 3: Test And Improve Your Defensive Skill,Tactics course,GM Müller and IM van Delft & Russell Enterprises,26.5,26.5,4,3,20,both pieces,0,1,1,1,0,English,"58,417",,345,10.0,"Feb 27, 2019",Community,Publisher
298,chess-lessons-solving-problems-avoiding-mistakes-by-mark-dvoretsky/course/34506/,Chess Lessons: Solving Problems & Avoiding Mistakes by Mark Dvoretsky,Tactics course,Russell Enterprises,26.99,26.99,0,0,46,both pieces,0,0,1,1,1,English,"189,541",,298,8.95,"Jun 12, 2020",High,Publisher
299,studies-for-practical-players-improving-calculation-and-resourcefulness-in-the-endgame/course/19170/,Studies for Practical Players: Improving Calculation and Resourcefulness in the Endgame,Tactics/Endgame course,Mark Dvoretsky & Russell Enterprises,26.5,26.5,4,16,166,both pieces,0,0,1,1,1,English,"73,334",,187,8.03,"Jan 30, 2019",Unspecified,Publisher
300,mastering-chess-middlegames/course/10057/,Mastering Chess Middlegames,Strategy course,GM Alexander Panchenko & New in Chess,26.5,105.5,4,62,191,both pieces,0,0,1,1,0,English,"78,500",2 hours and 12 minutes,317,6.18,"May 21, 2018",Community,Publisher
301,play-1d6-against-everything/course/13376/,Play 1...d6 Against Everything,Opening course,New in Chess,26.5,26.5,4,55,168,black pieces,0,1,1,1,0,English,"88,411",,361,13.92,"Jul 23, 2018",Community,Publisher
302,lifetime-repertoires-black-vs-the-english-rti-and-sidelines/course/39554/,"Lifetime Repertoires: Black vs the English, Réti and sidelines",Opening course,GM samshankland,25.99,89.98,4,40,52,black pieces,0,1,1,1,1,English,"32,374",52 minutes,207,11.9,"Jun 08, 2020",High,Titled player
303,annas-anatomy-of-the-attack-same-side-castling/course/37539/,Anna's Anatomy of The Attack: Same-Side Castling,Strategy/Tactics course,IM Anna_Chess,27.99,82.98,4,30,284,both pieces,0,0,1,1,1,English,"47,040",33 minutes,108,6.6,"Apr 27, 2020",High,Titled player
304,master-the-french-defense/course/13624/,Master the French Defense,Opening course,GM Lenderman & NM Bryan Tillis (2274 USCF),26.99,129.98,4,139,300,black pieces,1,1,1,0,0,English,"48,903",1 hour and 41 minutes,460,12.5,"Oct 01, 2018",High,Titled player
305,the-najdorf-sicilian-simplified/course/20483/,The Najdorf Sicilian: Simplified,Opening course,GM Alex Colovic,27.99,137.98,4,96,279,black pieces,0,1,1,1,0,English,"25,782",54 minutes,97,16.79,"Mar 04, 2019",Medium,Titled player
306,french-toast-how-harikrishna-fries-1-e6/course/21489/,French Toast: How Harikrishna fries 1... e6,Opening course,GM Harikrishna (2730 FIDE),27.95,137.94,4,53,458,white pieces,0,1,1,1,1,English,"66,035",55 minutes,416,16.01,"May 03, 2019",High,Titled player
307,queens-gambit-declined-a-grandmaster-explains/course/3758/,Queen's Gambit Declined: A Grandmaster Explains,Opening course,GM Alex Colovic,27.99,106.99,4,88,400,black pieces,0,1,1,1,0,English,"25,663",2 hours and 11 minutes,223,15.09,"Nov 23, 2016",Medium,Titled player
308,fight-like-nakamura-play-1-b3/course/22462/,Fight like Nakamura: Play 1. b3!,Opening/Tactics course,"IM Ahmad_Alkhatib (2359 Online Rating, 2271 FIDE)",27.99,27.99,4,93,68,white pieces,1,1,1,1,0,English,"32,826",,238,14.21,"Apr 26, 2019",High,Titled player
309,break-down-anti-sicilians/course/31178/,Break Down Anti-Sicilians,Opening course,GM Alex Colovic,27.99,137.98,5,20,67,black pieces,0,1,1,1,1,No language,"43,424",60 minutes,187,13.37,"Jan 13, 2020",High,Titled player
310,alekhine-defense-the-dark-knight-rises/course/15881/,Alekhine Defense - The Dark Knight Rises,Opening/Tactics course,GM Roman Dzindzichashvili & NM Bryan Tillis (2274 USCF),26.99,106.98,4,87,488,black pieces,0,1,1,1,0,English,"44,994",1 hour and 1 minute,321,12.62,"Jun 24, 2019",High,Titled player
311,fight-like-kramnik-play-1-nf3-the-rti/course/25868/,Fight Like Kramnik: Play 1. Nf3! - The Réti,Opening/Tactics course,"IM Ahmad_Alkhatib (2359 Online Rating, 2271 FIDE)",27.99,27.99,4,26,58,white pieces,1,1,1,1,0,English,"41,713",,394,14.19,"Aug 26, 2019",High,Titled player
312,sabotage-the-slav/course/37224/,Sabotage the Slav,Opening course,GM Boris Avrukh,26.99,149.98,0,0,7,white pieces,0,0,1,1,1,English,"26,265",1 hour and 20 minutes,329,16.8,"Jul 17, 2020",High,Titled player
313,sharp-middle-games-a-practical-guide-to-chess-calculation/course/17599/,Sharp Middle Games: A Practical Guide to Chess Calculation,Tactics/Strategy course,"GM GORMALLY (242 ECF, 2509 FIDE)",26.99,89.98,4,26,190,both pieces,0,1,1,1,0,English,"61,981",34 minutes,210,3.73,"Apr 05, 2019",Medium,Titled player
314,the-chess-toolbox-1-exchange-your-way-to-victory/course/27419/,The Chess Toolbox 1 - Exchange your Way to Victory,Strategy course,IM Willemze (2400 FIDE) &,26.5,84.0,4,26,47,both pieces,0,1,1,1,1,English,"25,566",45 minutes,99,4.6,"Feb 21, 2020",High,Titled player
315,openings-oddities/course/28285/,Openings Oddities,Opening course,NM Bryan Tillis (2274 USCF),26.99,26.99,4,8,11,black pieces,0,1,1,1,0,English,"65,889",,375,15.72,"Dec 20, 2019",High,Titled player
316,beating-the-english/course/18011/,Beating The English,Opening course,GM Dejan Bojkov,26.5,152.5,4,21,25,black pieces,0,1,1,1,0,English,"53,875",38 minutes,204,16.92,"Dec 24, 2018",High,Titled player
317,the-razor-sharp-rauzer-sicilian/course/29167/,The Razor Sharp Rauzer Sicilian,Opening course,"FM AmroElJawich (2563 Online Rating, 2309 FIDE)",26.5,26.5,4,7,16,black pieces,0,1,1,1,1,English,"13,326",,123,17.86,"Jan 15, 2020",High,Titled player
318,winning-endgame-tactics-2-advanced-queen-maneuvers/course/25419/,Winning Endgame Tactics 2: Advanced Queen Maneuvers,Endgame/Tactics course,IM Willemze (2400 FIDE),26.5,47.5,5,9,13,both pieces,0,0,1,1,1,English,"17,475",21 minutes,41,3.74,"Nov 06, 2019",High,Titled player
319,winning-endgame-tactics-1-queen-maneuvers/course/25980/,Winning Endgame Tactics 1: Queen Maneuvers,Endgame/Tactics course,IM Willemze (2400 FIDE),26.5,47.5,5,18,89,both pieces,1,1,1,0,0,English,"9,222",17 minutes,50,1.83,"Oct 04, 2019",High,Titled player
320,the-wild-wild-benoni/course/20736/,The Wild Wild Benoni,Opening course,"FM Boorchess (2700 Online Rating, 2430 USCF, 2350 FIDE)",26.99,26.99,4,19,62,black pieces,0,1,1,1,0,English,"23,085",,138,16.61,"Sep 09, 2019",Medium,Titled player
321,breathe-fire-the-dragon-sicilian/course/30278/,Breathe Fire: The Dragon Sicilian,Opening/Tactics course,"IM Ahmad_Alkhatib (2359 Online Rating, 2271 FIDE)",26.5,26.5,5,12,45,black pieces,0,1,1,1,0,English,"37,037",,218,15.87,"Dec 03, 2019",High,Titled player
322,the-tp-chess-puzzle-book/course/11077/,The TP Chess Puzzle Book,Tactics course,IM Souledis & IM Sebastian @ Thinkers Publishing,26.5,26.5,5,10,1,both pieces,0,0,1,1,0,English,"54,199",,308,6.71,"Apr 09, 2018",Community,Publisher
323,understanding-before-moving-1-ruy-lopez-italian-structures/course/17783/,Understanding Before Moving 1: Ruy Lopez - Italian Structures,Opening/Tactics course,IM Herman Grooten & Thinkers Publishing,27.5,27.5,4,25,26,both pieces,1,1,1,0,0,No language,"46,066",,35,12.74,"Jan 21, 2019",Community,Publisher
324,improve-your-chess-pattern-recognition/course/14311/,Improve Your Chess Pattern Recognition,Tactics/Strategy course,IM Arthur van de Oudeweetering & New in Chess,28.5,28.5,4,39,51,both pieces,0,1,1,1,0,English,"86,765",,281,11.72,"Sep 19, 2018",Community,Publisher
325,the-fundamentals-1-build-up-your-chess/course/19145/,The Fundamentals 1: Build Up Your Chess,Tactics/Strategy course,GM Artur Yusupov & Quality Chess,31.5,31.5,4,228,580,both pieces,0,1,1,1,0,English,"40,843",,538,5.02,"Feb 15, 2019",Community,Publisher
326,forcing-chess-moves/course/13824/,Forcing Chess Moves,Tactics course,FM Charles Hertan & New in Chess,32.99,32.99,4,102,187,both pieces,0,1,1,1,0,English,"59,737",,706,4.74,"Aug 28, 2018",Community,Publisher
327,the-fundamentals-2-boost-your-chess/course/14534/,The Fundamentals 2: Boost Your Chess,Tactics/Strategy course,GM Artur Yusupov & Quality Chess,31.5,31.5,4,35,256,both pieces,0,1,1,1,0,English,"45,563",,482,5.69,"Oct 07, 2019",Community,Publisher
328,grandmaster-preparation-positional-play/course/24674/,Grandmaster Preparation: Positional Play,Tactics/Strategy course,GM Jacob Aagaard & Quality Chess,31.5,31.5,4,22,101,both pieces,0,0,0,1,1,English,"78,537",,227,10.69,"Oct 10, 2019",Community,Publisher
329,grandmaster-preparation-calculation/course/16536/,Grandmaster Preparation: Calculation,Tactics/Strategy course,GM Jacob Aagaard & Quality Chess,31.5,31.5,4,26,132,both pieces,0,0,0,1,1,No language,"88,525",,388,7.43,"Jan 07, 2019",Community,Publisher
330,mayhem-in-the-morra/course/22327/,Mayhem In The Morra,Opening/Tactics course,IM Marc Esserman & Quality Chess,31.5,31.5,4,51,220,white pieces,0,1,1,1,1,English,"111,684",,739,17.31,"May 13, 2019",Community,Publisher
331,dismantling-the-sicilian-a-complete-modern-repertoire-for-white/course/15726/,Dismantling the Sicilian: A Complete Modern Repertoire for White,Opening course,"GM Jesus de la Villa, GM Max Illingworth & New in Chess",31.5,31.5,4,27,34,white pieces,0,0,1,1,0,English,"134,169",,455,21.3,"Nov 07, 2018",Community,Publisher
332,gambit-killer/course/24718/,Gambit Killer,Opening/Tactics course,GM Ivan Salgado Lopez & Thinkers Publishing,31.5,31.5,0,0,10,both pieces,0,1,1,1,0,English,"52,811",,221,14.4,"Jul 15, 2019",Community,Publisher
333,the-agile-london-system/course/11073/,The Agile London System,Opening course,"GM Romero, FM de Prado & New in Chess",31.5,31.5,4,31,42,white pieces,0,0,0,1,0,English,"156,192",,333,14.21,"Apr 25, 2018",Community,Publisher
334,lifetime-repertoires-caro-kann/course/37366/,Lifetime Repertoires: Caro-Kann,Opening course,GM erwinlami (2620 FIDE),41.99,31.99,4,35,143,black pieces,0,1,1,1,1,English,"101,318",2 hours and 4 minutes,821,15.44,"Jul 06, 2020",High,Titled player
335,the-jobava-london-system/course/28333/,The Jobava London System,Opening course,GM GingerGM,31.99,135.98,4,200,728,white pieces,0,1,1,1,0,English,"52,339",1 hour and 23 minutes,202,13.73,"Oct 21, 2019",Medium,Titled player
336,the-black-lion/course/34040/,The Black Lion,Opening course,GM GingerGM,32.99,159.98,4,81,287,black pieces,0,1,1,1,1,English,"83,255",1 hour and 34 minutes,234,14.73,"Mar 09, 2020",Medium,Titled player
337,anti-anti-sicilians/course/42393/,Anti Anti-Sicilians,Opening course,"FM Kamil Plichta (3129 Online Rating, 2361 FIDE)",31.99,154.98,4,10,0,black pieces,0,1,1,1,1,English,"58,162",2 hours and 45 minutes,559,12.64,"Jun 25, 2020",High,Titled player
338,four-horsemen-the-sicilian-4-knights-defense/course/33443/,Four Horsemen: The Sicilian 4 Knights Defense,Opening course,"FM Kamil Plichta (3129 Online Rating, 2361 FIDE)",31.99,134.98,4,18,275,black pieces,0,1,1,1,1,English,"29,971",52 minutes,227,18.37,"Mar 02, 2020",High,Titled player
339,reign-supreme-the-kings-indian-attack/course/26170/,Reign Supreme: The King's Indian Attack,Opening course,"FM Kamil Plichta (3129 Online Rating, 2361 FIDE)",31.99,134.98,4,44,371,white pieces,0,1,1,1,1,English,"48,318",1 hour and 18 minutes,265,17.15,"Aug 23, 2019",High,Titled player
340,the-ascent-wesley-sos-fischer-random-strategies-and-tactics/course/31697/,The Ascent - Wesley So's Fischer Random Strategies and Tactics,Tactics/Strategy course,GM WesleySo,32.99,164.98,4,10,21,both pieces,0,1,1,1,1,English,"26,434",1 hour and 3 minutes,259,5.61,"Apr 20, 2020",High,Titled player
341,too-hot-to-handle-the-kings-indian-defense/course/29795/,Too Hot To Handle: The King's Indian Defense,Opening/Tactics course,"FM Kamil Plichta (3129 Online Rating, 2361 FIDE)",32.99,197.98,4,45,227,black pieces,0,1,1,1,1,English,"95,538",1 hour and 44 minutes,419,16.53,"Dec 16, 2019",High,Titled player
342,go-for-the-throat-play-1d4/course/23159/,Go for The Throat: Play 1.d4,Opening course,"FM Kamil Plichta (3129 Online Rating, 2361 FIDE)",32.99,197.98,4,56,63,white pieces,0,0,1,1,1,English,"50,877",2 hours and 2 minutes,625,17.3,"May 06, 2019",High,Titled player
343,the-modern-defense-against-everything/course/27749/,The Modern Defense Against Everything,Opening course,"CM Vjekoslav (2600 Online Rating, 2177 FIDE)",31.99,199.98,4,14,10,black pieces,0,1,1,1,1,English,"157,313",1 hour and 55 minutes,604,13.82,"Feb 10, 2020",High,Titled player
344,the-killer-dutch-rebooted/course/21812/,The Killer Dutch Rebooted,Opening course,GM GingerGM,31.99,159.98,4,122,694,black pieces,0,1,1,1,0,English,"81,356",1 hour and 17 minutes,378,13.75,"Sep 02, 2019",Community,Titled player
345,unleash-the-bull-1e5-a-full-repertoire-for-black/course/25866/,Unleash the Bull: 1...e5 - a full repertoire for Black,Opening course,"FM Yuriy Krykun (2506 USCF, 2382 FIDE)",31.99,104.98,4,37,55,black pieces,0,1,1,1,1,English,"44,178",50 minutes,293,15.16,"Aug 12, 2019",High,Titled player
346,mating-the-castled-king/course/27540/,Mating the Castled King,Tactics course,GM Daniel Gormally and Quality Chess,31.5,178.5,4,18,404,both pieces,0,1,1,1,1,English,"78,024",33 minutes,391,8.23,"Nov 08, 2019",Community,Publisher
347,chess-strategy-for-club-players/course/27755/,Chess Strategy for Club Players,Strategy/Tactics course,IM Herman Grooten & New in Chess,31.5,31.5,4,44,60,both pieces,0,1,1,1,0,English,"187,424",,435,8.34,"Nov 25, 2019",Community,Publisher
348,chess-tactics-from-scratch-understanding-chess-tactics/course/27821/,Chess Tactics from Scratch - Understanding Chess Tactics,Tactics course,FM Martin Weteschnik & Quality Chess,31.5,31.5,4,27,53,both pieces,0,1,1,1,0,English,"70,330",,629,4.02,"Sep 27, 2019",Community,Publisher
349,positional-decision-making-in-chess/course/26702/,Positional Decision Making in Chess,Strategy/Tactics course,GM Boris Gelfand & Quality Chess,31.5,31.5,4,7,14,both pieces,0,0,1,1,1,English,"109,269",,278,9.41,"Nov 27, 2019",Community,Publisher
350,understanding-before-moving-2-queens-gambit-structures/course/20739/,Understanding Before Moving 2: Queen's Gambit Structures,Opening course,IM Herman Grooten & Thinkers Publishing,31.5,31.5,4,11,10,both pieces,1,1,1,0,0,English,"52,015",,58,12.4,"Mar 19, 2019",Community,Publisher
351,understanding-before-moving-3-sicilian-structures-part-1-najdorf-scheveningen/course/36229/,Understanding Before Moving 3: Sicilian Structures Part 1 - Najdorf & Scheveningen,Opening course,IM Herman Grooten & Thinkers Publishing,33.5,33.5,4,7,56,both pieces,1,1,1,0,0,English,"116,098",,46,20.17,"Apr 17, 2020",Medium,Publisher
352,chess-calculation-training-middlegames/course/12376/,Chess Calculation Training: Middlegames,Tactics/Strategy course,GM Romain Edouard & Thinkers Publishing,32.95,32.95,4,61,27,both pieces,0,0,1,1,1,English,"24,976",,393,3.84,"Jun 27, 2018",Community,Publisher
353,chess-calculation-training-2-endgames/course/13323/,Chess Calculation Training 2: Endgames,Tactics/Endgame course,Romain Edouard & Thinkers Publishing,33.95,33.95,4,38,20,both pieces,0,0,1,1,1,English,"40,451",,356,4.66,"Aug 06, 2018",Community,Publisher
354,chess-calculation-training-3-legendary-games/course/15877/,Chess Calculation Training 3: Legendary Games,Tactics course,GM Romain Edouard & Thinkers Publishing,36.95,36.95,4,13,26,both pieces,0,0,1,1,1,English,"18,794",,452,3.67,"Oct 22, 2018",Community,Publisher
355,small-steps-to-giant-improvement/course/16078/,Small Steps To Giant Improvement,Strategy course,GM Sam Shankland & Quality Chess,35.5,182.5,4,62,265,both pieces,0,0,1,1,1,English,"86,710",50 minutes,308,7.42,"Nov 15, 2018",Community,Publisher
356,dvoretskys-endgame-manual/course/12519/,Dvoretsky's Endgame Manual,Endgame course,Mark Dvoretsky & Russell Enterprises,36.5,36.5,4,225,542,both pieces,0,0,1,1,1,English,"203,915",,785,7.17,"Sep 03, 2018",Community,Publisher
357,van-perlos-endgame-tactics/course/13663/,Van Perlo's Endgame Tactics,Tactics/Endgame course,New in Chess,36.5,36.5,4,74,141,both pieces,0,1,1,1,1,English,"146,048",,990,5.53,"Aug 20, 2018",Community,Publisher
358,small-steps-2-success/course/28829/,Small Steps 2 Success,Strategy/Endgame course,Quality Chess,37.0,142.0,5,12,57,both pieces,0,0,1,1,1,English,"105,544",1 hour and 22 minutes,270,11.95,"Nov 19, 2019",Community,Publisher
359,chess-structures-a-grandmaster-guide/course/14540/,Chess Structures - A Grandmaster Guide,Strategy course,GM Mauricio Flores Rios & Quality Chess,37.0,37.0,4,59,189,both pieces,0,1,1,1,1,English,"179,271",,666,10.21,"Mar 25, 2019",Community,Publisher
360,my-great-predecessors-part-4/course/29726/,My Great Predecessors: Part 4,Tactics/Strategy course,Everyman Chess,36.99,36.99,4,8,0,both pieces,0,1,1,1,1,English,"334,155",,587,10.4,"Dec 24, 2019",Community,Publisher
361,my-great-predecessors-part-2/course/25417/,My Great Predecessors: Part 2,Strategy/Tactics course,GM Garry Kasparov & Everyman Chess,36.99,36.99,4,8,14,both pieces,0,1,1,1,1,English,"308,945",,764,10.22,"Aug 05, 2019",Community,Publisher
362,my-great-predecessors-part-3/course/27014/,My Great Predecessors: Part 3,Strategy/Tactics course,Everyman Chess,36.99,36.99,4,8,15,both pieces,0,1,1,1,1,English,"199,702",,432,10.42,"Oct 11, 2019",Community,Publisher
363,my-great-predecessors-part-1/course/22994/,My Great Predecessors: Part 1,Strategy/Tactics course,GM Garry Kasparov & Everyman Chess,36.99,36.99,4,31,30,both pieces,0,1,1,1,1,English,"286,543",,774,10.44,"May 27, 2019",High,Publisher
364,e3-poison-a-21st-century-opening-repertoire/course/23336/,e3 Poison - a 21st Century Opening Repertoire,Opening course,GM Axel Smith & Quality Chess,37.0,37.0,4,8,20,white pieces,0,1,1,1,1,English,"125,826",,511,13.79,"May 30, 2019",Community,Publisher
365,my-great-predecessors-part-5/course/34892/,My Great Predecessors: Part 5,Tactics/Strategy course,GM Garry Kasparov Everyman Chess,36.99,36.99,0,0,35,both pieces,0,1,1,1,1,English,"287,609",,326,13.34,"Jul 10, 2020",Medium,Publisher
366,the-modernized-caro-kann/course/12760/,The Modernized Caro-Kann,Opening course,GM Daniel Fernandez & Thinkers Publishing,38.0,38.0,4,22,21,black pieces,0,0,1,1,0,English,"96,580",,267,17.13,"Jul 09, 2018",Community,Publisher
367,the-woodpecker-method/course/10582/,The Woodpecker Method,Tactics course,"GM Axel Smith, GM Hans Tikkanen & Quality Chess",40.0,40.0,4,662,"3,560",both pieces,0,0,1,1,1,English,"79,539",,1129,3.61,"Sep 24, 2018",Community,Publisher
368,lifetime-repertoires-semi-slav/course/31529/,Lifetime Repertoires: Semi-Slav,Opening course,GM samshankland,43.99,175.98,4,91,"1,064",black pieces,0,1,1,1,1,English,"48,573",1 hour and 24 minutes,491,14.4,"Apr 06, 2020",High,Titled player
369,lifetime-repertoires-nimzo-ragozin/course/17354/,Lifetime Repertoires: Nimzo-Ragozin,Opening course,FM Daniel Barrish and,43.99,183.98,4,65,390,black pieces,0,1,1,1,1,English,"97,695",1 hour and 37 minutes,468,13.03,"Oct 14, 2019",High,Titled player
370,fight-like-magnus-the-sicilian/course/28512/,Fight Like Magnus: The Sicilian,Opening course,IM Chessexplained,44.99,214.98,4,136,722,black pieces,0,1,1,1,1,English,"79,836",2 hours and 2 minutes,458,15.12,"Nov 14, 2019",High,Titled player
371,fight-1e4-like-caruana/course/15717/,Fight 1.e4 like Caruana,Opening course,IM Chessexplained,44.99,199.98,4,63,170,black pieces,0,0,1,1,0,English,"51,757",3 hours and 46 minutes,671,13.07,"Nov 13, 2018",High,Titled player
372,keep-it-simple-1-d4/course/23396/,Keep it Simple: 1. d4,Opening course,IM Chessexplained,43.99,213.98,4,135,"1,014",white pieces,0,1,1,1,0,English,"107,292",3 hours and 21 minutes,1008,13.67,"Jun 07, 2019",High,Titled player
373,keep-it-simple-1e4/course/10179/,Keep It Simple: 1.e4,Opening course,IM Chessexplained,44.99,189.98,4,323,"1,021",white pieces,0,1,1,1,0,English,"59,309",3 hours and 28 minutes,701,12.41,"Mar 12, 2018",High,Titled player
374,the-magnus-touch-chess-strategy/course/39478/,The Magnus Touch: Chess Strategy,Strategy/Tactics course,"GM Nielsen, IM Sielecki, IM Bartholomew & GM MagnusCarlsen",44.99,110.98,4,28,150,both pieces,0,1,1,1,1,English,"35,446",27 minutes,155,4.57,"May 18, 2020",High,Titled player
377,lifetime-repertoires-jan-gustafssons-1-e4-e5/course/28860/,Lifetime Repertoires: Jan Gustafsson's 1. e4 e5,Opening course,GM Jan Gustafsson &,54.99,279.98,4,125,557,black pieces,0,0,1,1,1,English,"89,965",2 hours and 53 minutes,1312,15.33,"Dec 09, 2019",High,Titled player
